yyyy	mm	dd	HG-IV	F4	EGC
2016	5	1	0	0	100
2016	5	2	0	0	96.878965
2016	5	3	0	0	96.321097
2016	5	4	0	0	89.569616
2016	5	5	0	0	62.52225
2016	5	6	0	0	43.232083
2016	5	7	0	0	80.040624
2016	5	8	0	0	71.225746
2016	5	9	0	0	74.103746
2016	5	10	0	0	61.951682
2016	5	11	0	0	70.750878
2016	5	12	0	0	11.193199
2016	5	13	0	0	26.274941
2016	5	14	0	0	16.049893
2016	5	15	0	0	49.190567
2016	5	16	0	0	75.611094
2016	5	17	0	0	54.958648
2016	5	18	0	0	64.057615
2016	5	19	0	0	13.694144
2016	5	20	0	0	67.23882
2016	5	21	0	0	86.05099
2016	5	22	0	0	51.026826
2016	5	23	0	0	44.437829
2016	5	24	0	0	46.988443
2016	5	25	0	0	48.606492
2016	5	26	0	0	74.957542
2016	5	27	0	0	40.648152
2016	5	28	0	0	32.769822
2016	5	29	0	0	67.181629
2016	5	30	0	0	43.347076
2016	5	31	0	0	24.618869
2016	6	1	0	0	51.697356
2016	6	2	0	0	53.865135
2016	6	3	0	0	45.54961
2016	6	4	0	0	20.978232
2016	6	5	0	0	36.716963
2016	6	6	0	0	47.7364
2016	6	7	0	0	72.441067
2016	6	8	0	0	73.162593
2016	6	9	0	0	84.609581
2016	6	10	0	0	81.938722
2016	6	11	0	0	84.929461
2016	6	12	0	0	69.303554
2016	6	13	0	0	70.780887
2016	6	14	0	0	67.390095
2016	6	15	0	0	46.371457
2016	6	16	0	0	98.459752
2016	6	17	0	0	88.791187
2016	6	18	0	0	89.62638
2016	6	19	0	0	60.628704
2016	6	20	0	0	71.652109
2016	6	21	0	0	83.26267
2016	6	22	3.572841	0	71.225704
2016	6	23	3.186129	0	50.883226
2016	6	24	0.634648	0	45.450778
2016	6	25	0.597141	0	71.753415
2016	6	26	0	0	68.690599
2016	6	27	0	0	29.874515
2016	6	28	1.839525	0	31.08409
2016	6	29	1.415052	0	41.194065
2016	6	30	0	0	64.288395
2016	7	1	0	0	65.20608
2016	7	2	0	0	42.243864
2016	7	3	0	0	19.321693
2016	7	4	0	0	4.50029
2016	7	5	0	0	18.280164
2016	7	6	0	0	24.640882
2016	7	7	0	0	29.201998
2016	7	8	0	0	24.870772
2016	7	9	0	0	3.781639
2016	7	10	0	0	0
2016	7	11	0	0	1.257928
2016	7	12	0	0	1.088444
2016	7	13	0	0	1.544847
2016	7	14	0	0	3.598608
2016	7	15	0	0	13.153843
2016	7	16	0	0	4.457312
2016	7	17	0	0	1.843051
2016	7	18	0	0	0
2016	7	19	0	0	0.815614
2016	7	20	0	0	0
2016	7	21	0	0	0
2016	7	22	0	0	0
2016	7	23	0	0	0
2016	7	24	0	0	4.652
2016	7	25	0	0	10.940393
2016	7	26	0	0	12.694491
2016	7	27	0	0	36.743674
2016	7	28	0	0	52.98281
2016	7	29	0	0	54.649618
2016	7	30	0	0	30.387409
2016	7	31	0	0	3.085143
2016	8	1	0	0	4.807688
2016	8	2	0	0	8.129987
2016	8	3	0	0	21.460011
2016	8	4	0	0	35.55445
2016	8	5	0	0	20.447324
2016	8	6	0	0	34.247628
2016	8	7	0	0	5.738575
2016	8	8	0	0	10.287641
2016	8	9	0	0	16.447621
2016	8	10	0	0	5.004387
2016	8	11	0	0	3.171463
2016	8	12	0	0	3.275082
2016	8	13	0	0	0
2016	8	14	0	0	0
2016	8	15	0	0	0.558805
2016	8	16	0	0	2.631757
2016	8	17	0	0	10.230773
2016	8	18	0	0	17.524812
2016	8	19	0	0	18.661284
2016	8	20	0	0	8.016815
2016	8	21	0	0	1.180078
2016	8	22	0	0	0
2016	8	23	0	0	0
2016	8	24	0	0	0.689847
2016	8	25	0	0	13.002073
2016	8	26	0	0	3.897756
2016	8	27	0	0	7.511891
2016	8	28	0	0	31.558244
2016	8	29	0	0	60.378024
2016	8	30	0	0	42.214217
2016	8	31	0	0	42.455569
2016	9	1	0	0	77.260107
2016	9	2	0	0	72.990713
2016	9	3	0	0	83.131997
2016	9	4	0	0	90.708073
2016	9	5	0	0	71.220409
2016	9	6	0	0	74.111097
2016	9	7	0	0	53.140144
2016	9	8	0	0	47.879665
2016	9	9	0	0	43.281329
2016	9	10	0	0	36.33927
2016	9	11	2.170955	0	41.109357
2016	9	12	8.353606	0	18.12975
2016	9	13	26.65613	0	45.093589
2016	9	14	8.46511	0	20.410503
2016	9	15	51.504101	0	19.26489
2016	9	16	52.304834	0	27.430873
2016	9	17	64.430831	0	11.371069
2016	9	18	41.313191	0	19.91401
2016	9	19	53.856541	0	11.350327
2016	9	20	19.555384	0	1.541664
2016	9	21	0.357976	0	0.148453
2016	9	22	0	0	0.066559
2016	9	23	1.928996	0	23.036463
2016	9	24	0	0	39.648267
2016	9	25	0.242073	0	63.696886
2016	9	26	0.408406	0	73.355771
2016	9	27	0	0	41.075875
2016	9	28	0	0	71.207344
2016	9	29	0	0	76.630513
2016	9	30	1.105551	1.239103	47.712044
2016	10	1	0	0	68.87423
2016	10	2	0	0	56.885307
2016	10	3	0	0	55.938619
2016	10	4	0	0	95.563692
2016	10	5	0	0	99.587821
2016	10	6	0	0	99.725531
2016	10	7	0	0	82.221589
2016	10	8	0	0	81.055971
2016	10	9	2.808179	0	97.749321
2016	10	10	0	0	66.040606
2016	10	11	0	0	93.283768
2016	10	12	0.124207	0	75.199396
2016	10	13	0	0	91.35062
2016	10	14	0	0	98.278942
2016	10	15	0.85915	0	65.834382
2016	10	16	16.291419	0	90.503362
2016	10	17	4.782091	0	99.369019
2016	10	18	0	0	100
2016	10	19	0	0	98.581832
2016	10	20	0	0	99.069856
2016	10	21	0	0	80.637466
2016	10	22	0	0	86.283138
2016	10	23	0	0	99.487102
2016	10	24	0	0	99.513169
2016	10	25	0	0	99.843329
2016	10	26	0.280728	0	98.881229
2016	10	27	0	0	86.033003
2016	10	28	0	0	70.196
2016	10	29	0	0	56.234023
2016	10	30	0	0	13.882004
2016	10	31	0	0	12.3494
2016	11	1	0	0	25.371987
2016	11	2	0	0	45.852096
2016	11	3	0	0	54.146714
2016	11	4	0	0	31.710389
2016	11	5	0	0	30.175831
2016	11	6	9.880227	0	79.390618
2016	11	7	2.560154	0	88.059474
2016	11	8	0	0	54.499749
2016	11	9	0	0	76.0592
2016	11	10	0	0	63.434005
2016	11	11	0	0	50.139135
2016	11	12	0	0	29.574204
2016	11	13	0	0	22.071448
2016	11	14	0	0	65.484982
2016	11	15	0	0	38.319347
2016	11	16	0	0	11.245559
2016	11	17	0.088888	0	18.656834
2016	11	18	0	0	47.232464
2016	11	19	0	0	58.751948
2016	11	20	0	0	98.630742
2016	11	21	0	0	99.19852
2016	11	22	0	0	95.753791
2016	11	23	0	0	85.227736
2016	11	24	0	0	72.264783
2016	11	25	0	0	47.002713
2016	11	26	0	0	41.46071
2016	11	27	0	0	61.973314
2016	11	28	0	0	54.045401
2016	11	29	0	0	70.225895
2016	11	30	0	0	48.342505
2016	12	1	0	0	70.722155
2016	12	2	0	0	84.896381
2016	12	3	0	0	89.031617
2016	12	4	0	0	58.679039
2016	12	5	0	0	43.180184
2016	12	6	0	0	28.681023
2016	12	7	0	0	39.749094
2016	12	8	0	0	20.620935
2016	12	9	0	0	36.908651
2016	12	10	0	0	70.092214
2016	12	11	0	0	70.522083
2016	12	12	0	0	53.763271
2016	12	13	0	0	52.142282
2016	12	14	0	0	53.30388
2016	12	15	0	0	52.70978
2016	12	16	0	0	53.310591
2016	12	17	0	0	99.522673
2016	12	18	0	0	96.086189
2016	12	19	0	0	99.38256
2016	12	20	0	0	98.591219
2016	12	21	0	0	95.22482
2016	12	22	0	0	64.391159
2016	12	23	0	0	40.502923
2016	12	24	0	0	11.702873
2016	12	25	0	0	9.78963
2016	12	26	0	0	27.941035
2016	12	27	0	0	10.152399
2016	12	28	0	0	19.66011
2016	12	29	0	0	0
2016	12	30	0	0	0
2016	12	31	0	0	0
2017	1	1	0	0	0
2017	1	2	0	0	0
2017	1	3	0	0	0
2017	1	4	0	0	0.372323
2017	1	5	0	0	9.340881
2017	1	6	0	0	21.166828
2017	1	7	0	0	2.643071
2017	1	8	0	0	0
2017	1	9	0	0	3.288723
2017	1	10	0	0	21.052535
2017	1	11	0	0	72.84132
2017	1	12	0	0	69.839836
2017	1	13	0	0	71.227728
2017	1	14	0	0	50.981897
2017	1	15	0	0	74.675715
2017	1	16	0	1.793754	89.600346
2017	1	17	0	0	76.568454
2017	1	18	0	0	89.607025
2017	1	19	0	0	90.668181
2017	1	20	0	0	90.344401
2017	1	21	0	0	91.353129
2017	1	22	0	0	98.710955
2017	1	23	0	0	99.424561
2017	1	24	0	0	94.424929
2017	1	25	0	0	79.513646
2017	1	26	0	0	80.493409
2017	1	27	0	0	94.90673
2017	1	28	0	0	98.132308
2017	1	29	0	0	96.780739
2017	1	30	0	0	99.162662
2017	1	31	0	0	99.022579
2017	2	1	0	0	98.490933
2017	2	2	0	0	72.391872
2017	2	3	0	0	84.382233
2017	2	4	0	0	97.881254
2017	2	5	0	0	90.137117
2017	2	6	0	0	90.983874
2017	2	7	0	0	79.389354
2017	2	8	0	0	90.637477
2017	2	9	0	0	84.59216
2017	2	10	0	0	93.276442
2017	2	11	0	0	70.746863
2017	2	12	0.309327	0	73.192612
2017	2	13	0	0	68.305028
2017	2	14	0.001117	0	91.763298
2017	2	15	1.651264	0	91.776915
2017	2	16	0	0	91.471276
2017	2	17	0	0	94.193899
2017	2	18	6.20028	0	96.577469
2017	2	19	0	0	83.982617
2017	2	20	0	0	93.563125
2017	2	21	0	0	96.791312
2017	2	22	0	0	98.04986
2017	2	23	0	0	95.813928
2017	2	24	0	0	83.136723
2017	2	25	0	0	98.112832
2017	2	26	0	0	90.518999
2017	2	27	0	0	97.362523
2017	2	28	0	0	89.523808
2017	3	1	0	0	82.798883
2017	3	2	0	0	86.547901
2017	3	3	0	0	99.739078
2017	3	4	0.96696	0	99.991804
2017	3	5	0.964002	0	95.66254
2017	3	6	1.985028	0	97.616545
2017	3	7	7.643351	0	94.029572
2017	3	8	0.243985	0	75.674325
2017	3	9	0	0	96.628039
2017	3	10	0	0	96.484523
2017	3	11	0	0	98.250719
2017	3	12	0	0	96.747812
2017	3	13	0	0	92.110717
2017	3	14	0	0	95.739478
2017	3	15	0	0	71.040587
2017	3	16	0	0	91.261826
2017	3	17	0	0	89.764181
2017	3	18	0	0	78.446195
2017	3	19	0	0	82.40262
2017	3	20	0	0	64.675827
2017	3	21	0	0	86.991225
2017	3	22	0	0	90.040933
2017	3	23	0	0	90.863145
2017	3	24	0	0	99.10155
2017	3	25	0	0	99.90812
2017	3	26	0	0	98.006005
2017	3	27	0	0	95.823741
2017	3	28	0	0	95.11489
2017	3	29	0	0	95.176884
2017	3	30	0	0	96.510091
2017	3	31	0.04273	0	90.374522
2017	4	1	2.263258	0	89.71833
2017	4	2	2.645925	0	99.885315
2017	4	3	2.132055	0	98.896877
2017	4	4	4.227587	0	97.619572
2017	4	5	16.467948	0	91.108905
2017	4	6	16.85139	0	83.324134
2017	4	7	19.499139	0	83.185618
2017	4	8	14.531736	0	98.184244
2017	4	9	13.339792	0	95.078063
2017	4	10	0.920671	0	95.449856
2017	4	11	0	0	98.0616
2017	4	12	0	0	99.894692
2017	4	13	0.942895	0	99.286446
2017	4	14	0	0	90.520962
2017	4	15	0	0	98.364643
2017	4	16	0	0	99.645004
2017	4	17	0	0	95.406591
2017	4	18	0	0	84.273687
2017	4	19	0	0	85.994006
2017	4	20	0	0	89.401062
2017	4	21	0	0	77.672347
2017	4	22	0	0	89.065467
2017	4	23	0	0	81.696835
2017	4	24	0	0	71.547438
2017	4	25	0	0	87.590677
2017	4	26	0	0	95.21955
2017	4	27	0	0	96.405033
2017	4	28	9.461351	0	91.771332
2017	4	29	5.073543	0	67.160034
2017	4	30	0	0	83.156094
2017	5	1	7.838574	0	85.562279
2017	5	2	10.360197	0	84.729106
2017	5	3	25.403973	0	91.775802
2017	5	4	43.760528	0	77.966687
2017	5	5	14.551321	0	57.25744
2017	5	6	17.116143	0	60.916464
2017	5	7	2.408198	0	77.963095
2017	5	8	1.6456	0	85.266641
2017	5	9	2.872521	0	90.179517
2017	5	10	0	0	95.044095
2017	5	11	0	0	96.48858
2017	5	12	0.273242	0	97.122105
2017	5	13	0.3925	0	96.721035
2017	5	14	0.337673	0	93.032728
2017	5	15	0.402915	0	73.690012
2017	5	16	2.685794	0	87.383728
2017	5	17	11.946752	0	83.379754
2017	5	18	20.522548	0	73.826798
2017	5	19	44.324448	0	90.230859
2017	5	20	15.850453	0	92.836204
2017	5	21	16.141591	0	88.598504
2017	5	22	8.782381	0	48.976099
2017	5	23	39.339022	0	38.611997
2017	5	24	58.985784	0	35.369601
2017	5	25	42.641022	0	37.050928
2017	5	26	43.403791	0	70.634085
2017	5	27	49.441	0	88.296134
2017	5	28	50.640708	0	76.73349
2017	5	29	58.496708	0	84.71951
2017	5	30	34.635393	0	76.959643
2017	5	31	0	0	39.339453
2017	6	1	0	0	44.363413
2017	6	2	0	0	63.448428
2017	6	3	0.649555	0	69.625996
2017	6	4	0.599327	0	46.426091
2017	6	5	0.105664	0	56.26678
2017	6	6	0	0	65.874132
2017	6	7	0	0	93.366559
2017	6	8	0	0	89.929921
2017	6	9	0	0	97.413827
2017	6	10	0	0	99.795722
2017	6	11	1.805603	0	99.790569
2017	6	12	1.013777	0	99.928118
2017	6	13	3.030427	0	91.136271
2017	6	14	8.847532	0	92.532093
2017	6	15	12.099072	0	89.391488
2017	6	16	29.027988	0	83.703847
2017	6	17	24.601499	0	79.404238
2017	6	18	47.483235	0	66.840931
2017	6	19	36.919645	0	56.30325
2017	6	20	42.376379	0	53.968973
2017	6	21	37.738485	0	52.450721
2017	6	22	56.442126	0	61.418824
2017	6	23	51.43027	0	67.981759
2017	6	24	49.05719	0	64.323685
2017	6	25	39.419747	0	74.601082
2017	6	26	54.320964	0	60.880326
2017	6	27	50.060017	0	51.925063
2017	6	28	32.696502	0	54.728143
2017	6	29	27.823589	0	31.323145
2017	6	30	11.564755	0	36.548556
2017	7	1	0.104575	0	21.076421
2017	7	2	0	0	30.741885
2017	7	3	0	0	44.863273
2017	7	4	0.150662	0	65.781299
2017	7	5	2.574764	0	70.718
2017	7	6	15.770987	0	65.420069
2017	7	7	19.519922	0	58.757437
2017	7	8	13.538723	0	62.790482
2017	7	9	1.28957	0	58.424663
2017	7	10	11.491245	0	64.978375
2017	7	11	22.324404	0	65.274522
2017	7	12	43.979615	0	71.045388
2017	7	13	28.565137	0	84.767663
2017	7	14	27.862085	0.389732	66.39418
2017	7	15	7.268923	0	84.4204
2017	7	16	40.461411	0	82.207265
2017	7	17	21.830192	0	88.840937
2017	7	18	20.161404	0	74.99724
2017	7	19	3.719539	0	59.719492
2017	7	20	9.947463	0	78.111398
2017	7	21	57.014697	0	53.556185
2017	7	22	50.96269	0	12.106049
2017	7	23	10.110137	1.462169	17.274863
2017	7	24	1.137922	0	1.019318
2017	7	25	0	0	0.655925
2017	7	26	2.254197	0	1.108238
2017	7	27	0	0	2.70065
2017	7	28	0	0.0845	2.412828
2017	7	29	0	0	1.91872
2017	7	30	0.131125	0	4.132574
2017	7	31	0	0	1.387468
2017	8	1	0	0	0.705548
2017	8	2	0	0	0.03203
2017	8	3	0	0	0.38045
2017	8	4	0	0	0.087813
2017	8	5	0	0	0
2017	8	6	0	0	1.892428
2017	8	7	0	0	0
2017	8	8	0	0	0
2017	8	9	0	0	0
2017	8	10	0	0	0
2017	8	11	0	0	0
2017	8	12	0	0	0
2017	8	13	0	0	0
2017	8	14	0	0	0
2017	8	15	0	0	0
2017	8	16	0	0	0
2017	8	17	0	0	0
2017	8	18	0	0	0
2017	8	19	0	0	0
2017	8	20	0	0	0
2017	8	21	0	0	0
2017	8	22	0	0	0
2017	8	23	0	0	0
2017	8	24	0	0	0
2017	8	25	0	0	0
2017	8	26	0	0	0
2017	8	27	0	0	0
2017	8	28	0	0	0
2017	8	29	0	0	0
2017	8	30	0	0	0
2017	8	31	0	0	0
2017	9	1	0	0	0
2017	9	2	0	0	0
2017	9	3	0	0	0
2017	9	4	0	0	0
2017	9	5	0	0	0
2017	9	6	0	0	0
2017	9	7	0	0	0
2017	9	8	0	0	0
2017	9	9	0	0	0
2017	9	10	0	0	0
2017	9	11	0	0	0
2017	9	12	0	0	0
2017	9	13	0	0	0
2017	9	14	0	0	0
2017	9	15	0	0	0
2017	9	16	0	0	0
2017	9	17	0	0	0
2017	9	18	0	0	0
2017	9	19	0	0	0
2017	9	20	0	0	0
2017	9	21	0	0	0
2017	9	22	0	0	0
2017	9	23	0	0	0
2017	9	24	0	0	0
2017	9	25	0	0	0
2017	9	26	0	0	0
2017	9	27	0	0	0
2017	9	28	NaN	NaN	NaN
2017	9	29	0	0	0
2017	9	30	0	0	0
2017	10	1	0	0	0
2017	10	2	0	0	0
2017	10	3	0	0	0
2017	10	4	0	0	0
2017	10	5	0	0	0
2017	10	6	0	0	0
2017	10	7	0	0	0
2017	10	8	0	0	0
2017	10	9	0	0	0
2017	10	10	0	0	0
2017	10	11	0	0	0
2017	10	12	0	0	0
2017	10	13	0	0	0
2017	10	14	0	0	0
2017	10	15	0	0	0
